time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-09 00:00:00+00:00,,,2,2
2022-03-18 00:00:00+00:00,,,2,2
2022-03-21 00:00:00+00:00,33.0,6.0,28,2
2022-03-22 00:00:00+00:00,19.0,10.0,243,11
