time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-18 00:00:00+00:00,,,2,2
2022-03-21 00:00:00+00:00,33.0,6.0,28,2
2022-03-22 00:00:00+00:00,23.0,13.0,243,11
2022-03-23 00:00:00+00:00,9.0,3.0,10,2
2022-03-24 00:00:00+00:00,3.0,2.0,3,1
2022-03-25 00:00:00+00:00,29.0,3.0,10,1
